institution.displayName,institution.state,institution.city,searchData.tuition.rawValue,searchData.enrollment.rawValue,searchData.testAvgs.displayValue.0.value,School Website,searchData.acceptanceRate.rawValue,ID,
Hartwick College,NY,Oneonta,46926,1176,1070-1190,http://www.hartwick.edu,80,633,
Harvard University,MA,Cambridge,51925,6788,1460-1580,http://www.harvard.edu/,5,634,
Harvey Mudd College,CA,Claremont,58660,889,1490-1560,http://www.hmc.edu,14,635,
Haskell Indian Nations University,KS,Lawrence,,,N/A,//www.haskell.edu/,,636,
Hastings College,NE,Hastings,31560,1048,940-1130,http://www.hastings.edu,64,637,
Haverford College,PA,Haverford,56698,1310,1370-1530,http://www.haverford.edu,19,638,
Hawaii Pacific University,HI,Honolulu,27350,3545,1020-1220,https://www.hpu.edu/,75,639,
Hebrew College,MA,Newton Centre,,,N/A,,,640,
Hebrew Theological College,IL,Skokie,,,N/A,//www.htc.edu/,,641,
Heidelberg University,OH,Tiffin,31700,1039,990-1150,http://www.heidelberg.edu,67,642,
Helene Fuld College of Nursing,NY,New York,,,N/A,,,643,
Hellenic College,MA,Brookline,39232,67,N/A,//hchc.edu,41,644,
Henderson State University,AR,Arkadelphia,10521,3000,978-1130,https://www.hsu.edu/pages/future-students/admissions/,91,645,
Hendrix College,AR,Conway,47600,1202,1153-1390,http://www.hendrix.edu,72,646,
Henry Ford College,MI,Dearborn,,,N/A,//www.schoolcraft.edu,,647,
Heritage University,WA,Toppenish,,,N/A,//www.heritage.edu,,648,
Herzing University,WI,Madison,,,N/A,http://www.herzing.edu/,83,649,
Hesston College,KS,Hesston,27690,419,900-1180,,51,650,
Highline College,WA,Des Moines,,,N/A,//www.marianas.edu/,,651,
High Point University,NC,High Point,36268,4545,1090-1250,http://www.highpoint.edu,77,652,
Hilbert College,NY,Hamburg,,,N/A,//www.hilbert.edu/,,653,
Hillsdale College,MI,Hillsdale,28368,1468,1275-1465,http://www.hillsdale.edu,36,654,
Hiram College,OH,Hiram,37710,1244,930-1190,http://www.hiram.edu,58,655,
Hiwassee College,TN,Madisonville,,,870-1070,//www.highline.edu,64,656,
Hobart and William Smith Colleges,NY,Geneva,57058,2229,1203-1360,http://www.hws.edu,57,657,
Hodges University,FL,Naples,,,N/A,http://www.hodges.edu,,658,
Hofstra University,NY,Hempstead,47510,6701,1150-1330,http://www.hofstra.edu,63,659,
Hollins University,VA,Roanoke,40010,676,1070-1280,http://www.hollins.edu,64,660,
Holy Apostles College and Seminary,CT,Cromwell,10840,,N/A,http://www.holyapostles.edu/,,661,
Holy Cross College,IN,Notre Dame,32000,499,1070-1390,http://www.hcc-nd.edu/home,88,662,
Holy Family University,PA,Philadelphia,31040,,920-1090,http://www.holyfamily.edu,71,663,
Holy Names University,CA,Oakland,40102,629,713-870,http://www.hnu.edu,70,664,
Hood College,MD,Frederick,41060,1092,990-1270,http://www.hood.edu,71,665,
Hope College,MI,Holland,35330,3149,1110-1330,http://www.hope.edu,76,666,
Hope International University,CA,Fullerton,33400,683,930-1090,http://www.hiu.edu,29,667,
Houghton College,NY,Houghton,33458,988,1030-1280,http://www.houghton.edu,95,668,
Houston Baptist University,TX,Houston,33450,2321,1030-1200,http://www.hbu.edu,70,669,
Howard Payne University,TX,Brownwood,29198,962,950-1100,http://www.hputx.edu,58,670,
Howard University,DC,Washington,27206,6243,1140-1285,http://www.howard.edu,32,671,
Huertas College,PR,Caguas,,,N/A,,,672,
Hult International Business School,CA,Cambridge,42500,1487,1210-1285,http://www.hult.edu,50,673,
Humboldt State University,CA,Arcata,19660,7195,970-1180,http://www.humboldt.edu,75,674,
Humphreys College,CA,Stockton,,,N/A,http://www.humphreys.edu,,675,
Huntingdon College,AL,Montgomery,27400,1081,989-1150,http://www.huntingdon.edu,58,676,
Huntington University,IN,Huntington,26846,1103,990-1180,http://www.huntington.edu,84,677,
Husson University,ME,Bangor,18940,2912,930-1140,http://www.husson.edu,83,678,
Huston-Tillotson University,TX,Austin,14346,1119,810-980,http://htu.edu/,47,679,
Idaho State University,ID,Pocatello,,,N/A,//www.isu.edu,,680,
Illinois College,IL,Jacksonville,33740,983,990-1170,http://www.ic.edu,76,681,
Illinois Institute of Art--Chicago,IL,Chicago,,,N/A,//www.artinstitutes.edu/chicago/,,682,
Illinois Institute of Technology,IL,Chicago,49280,3026,1220-1400,http://admissions.iit.edu/undergraduate/apply,58,683,
Illinois State University,IL,Normal,26040,18107,N/A,https://illinoisstate.edu/,89,684,
Illinois Wesleyan University,IL,Bloomington,50026,1693,1120-1325,http://www.iwu.edu,59,685,
Immaculata University,PA,Immaculata,27350,1504,1018-1223,http://www.immaculata.edu,81,686,
Indiana Institute of Technology,IN,Fort Wayne,26900,1524,770-1187,http://www.indianatech.edu,61,687,
Indiana State University,IN,Terre Haute,20228,10951,910-1120,//www.indstate.edu/,90,688,
Indiana University--Bloomington,IN,Bloomington,36514,33301,1150-1360,https://www.indiana.edu,77,689,
Indiana University East,IN,Richmond,19978,3379,920-1120,https://www.iue.edu,65,690,
Indiana University--Kokomo,IN,Kokomo,19978,2912,950-1130,http://www.iuk.edu,80,691,
Indiana University Northwest,IN,Gary,19977,3534,910-1100,https://www.iun.edu,80,692,
Indiana University of Pennsylvania,PA,Indiana,17674,9215,910-1120,http://www.iup.edu,93,693,
Indiana University-Purdue University--Indianapolis,IN,Indianapolis,30712,21246,1000-1200,https://www.iupui.edu,81,694,
Indiana University--South Bend,IN,South Bend,19978,4707,930-1130,https://www.iusb.edu,82,695,
Indiana University Southeast,IN,New Albany,19978,4659,950-1150,https://www.ius.edu,85,696,
Indiana Wesleyan University--Marion,IN,Marion,25980,2853,1030-1240,http://www.indwes.edu,68,697,
Indian River State College,FL,Fort Pierce,9890,,N/A,http://www.irsc.edu,100,698,
Institute of American Indian Arts,NM,Santa Fe,5295,549,N/A,http://www.iaia.edu,,699,
Inter American University of Puerto Rico--Aguadilla,PR,Aguadilla,,3667,N/A,,46,700,
Inter American University of Puerto Rico--Arecibo,PR,Arecibo,5986,3594,N/A,http://www.arecibo.inter.edu,28,701,
Inter American University of Puerto Rico--Barranquitas,PR,Barranquitas,5902,1521,N/A,http://www.br.inter.edu/,40,702,
Inter American University of Puerto Rico--Bayamon,PR,Bayamon,5898,4188,N/A,http://www.bayamon.inter.edu/,31,703,
Inter American University of Puerto Rico--Fajardo,PR,Fajardo,,1769,N/A,//www.fajardo.inter.edu,57,704,
Inter American University of Puerto Rico--Guayama,PR,Guayama,187,1605,N/A,http://www.guayama.inter.edu/,43,705,
Inter American University of Puerto Rico--Metropolitan Campus,PR,San Juan,7476,5546,N/A,http://www.metro.inter.edu/,18,706,
Inter American University of Puerto Rico--Ponce,PR,Mercedita,5220,4198,N/A,http://www.ponce.inter.edu,28,707,
Inter American University of Puerto Rico--San German,PR,San German,,3787,N/A,http://www.sg.inter.edu/,45,708,
International College of the Cayman Islands,,Grand Cayman KY1-1501,,,N/A,//www.icci.edu.ky/index.html,,709,
Iona College,NY,New Rochelle,40172,3287,990-1170,http://www.iona.edu,88,710,
Iowa State University,IA,Ames,24508,29621,1092-1334,http://www.iastate.edu,91,711,
Iowa Wesleyan University,IA,Mount Pleasant,31530,598,910-1060,http://www.iw.edu,60,712,
Ithaca College,NY,Ithaca,45274,6101,1160-1338,http://www.ithaca.edu,69,713,
Jackson College,MI,Jackson,,,N/A,,,714,
Jackson State University,MS,Jackson,19620,5331,850-1068,http://www.udayton.edu,69,715,
Jacksonville State University,AL,Jacksonville,20424,7321,910-930,http://www.jsu.edu,54,716,
Jacksonville University,FL,Jacksonville,38620,2920,900-1205,http://www.ju.edu/index.php,90,717,
James Madison University,VA,Harrisonburg,28790,19923,1120-1290,http://www.jmu.edu,71,718,
Jamestown Business College,NY,Jamestown,,,N/A,,,719,
Jarvis Christian College,TX,Hawkins,11720,964,800-980,http://www.jarvis.edu,14,720,
Jefferson College of Health Sciences,VA,Roanoke,,,N/A,,,721,
Jewish Theological Seminary of America,NY,New York,,,N/A,//www.jtsa.edu,,722,
John Brown University,AR,Siloam Springs,27668,1903,1110-1365,http://www.jbu.edu,77,723,
John Carroll University,OH,University Heights,42910,3076,1090-1290,http://www.coe.edu,83,724,
John F. Kennedy University,CA,Pleasant Hill,,,N/A,//www.jfku.edu,,725,
John Paul the Great Catholic University,CA,Escondido,27000,286,960-1240,https://jpcatholic.edu/,90,726,
Johns Hopkins University,MD,Baltimore,55350,6064,1470-1560,http://www.jhu.edu,11,727,
Johnson C. Smith University,NC,Charlotte,18236,1480,810-980,http://www.jcsu.edu,46,728,
Johnson University,TN,Knoxville,16920,820,1050-1240,//www.johnsonu.edu/,71,729,
Johnson University,FL,Kissimmee,,,N/A,//www.johnsonu.edu/Florida/Home.aspx,,730,
Johnson & Wales University,RI,Providence,33404,6681,990-1190,https://www.jwu.edu/,91,731,
Judson College,AL,Marion,,,N/A,http://www.judson.edu/,51,732,
Judson University,IL,Elgin,29870,1034,950-1180,http://www.judsonu.edu,75,733,
Juilliard School,NY,New York,47620,,N/A,http://www.juilliard.edu,6,734,
Juniata College,PA,Huntingdon,47075,1423,1080-1320,http://www.juniata.edu,70,735,
Kalamazoo College,MI,Kalamazoo,50412,1467,1140-1370,http://www.kzoo.edu,73,736,
Kansas City Art Institute,MO,Kansas City,,,N/A,//www.kcai.edu,,737,
Kansas State University,KS,Manhattan,25887,17869,N/A,//www.elms.edu,94,738,
Kansas Wesleyan University,KS,Salina,30020,668,980-1170,http://www.kwu.edu,47,739,
Kean University,NJ,Union,19771,11824,890-1080,http://www.kean.edu,86,740,
Keene State College,NH,Keene,23756,3503,960-1140,http://www.keene.edu,81,741,
Keiser University,FL,Ft. Lauderdale,33120,17892,N/A,https://www.keiseruniversity.edu/admissions/,100,742,
Kennesaw State University,GA,Kennesaw,21636,32274,1080-1270,http://www.kennesaw.edu,58,743,
Kenrick Glennon Seminary,MO,Saint Louis,,,N/A,,,744,
Kent State University,OH,Kent,19792,22557,1030-1210,http://www.kent.edu,85,745,
Kent State University at East Liverpool,OH,East Liverpool,,,N/A,,,746,
Kentucky Christian University,KY,Grayson,,,990-1060,http://www.kcu.edu,40,747,
Kentucky State University,KY,Frankfort,18704,1666,758-1003,http://www.kysu.edu,45,748,
Kentucky Wesleyan College,KY,Owensboro,26440,830,830-1173,https://kwc.edu/,64,749,
Kenyon College,OH,Gambier,58570,1734,1280-1470,http://www.kenyon.edu,36,750,
Kettering College,OH,Kettering,,,N/A,//www.kc.edu/,,751,
Kettering University,MI,Flint,44380,1880,1190-1370,http://www.kettering.edu,70,752,
Keuka College,NY,Keuka Park,33048,1673,980-1140,http://www.keuka.edu,86,753,
Keystone College,PA,La Plume,26720,1340,820-1125,http://www.keystone.edu,71,754,
King's College,PA,Wilkes-Barre,38724,2269,1010-1200,http://www.kings.edu,78,755,
The King's College,NY,New York,37690,554,1120-1310,http://www.tkc.edu/,55,756,
King University,TN,Bristol,15617,1579,950-1160,http://www.king.edu,58,757,
Knox College,IL,Galesburg,48168,1333,1090-1350,http://www.knox.edu,74,758,
Kutztown University of Pennsylvania,PA,Kutztown,14808,7391,970-1140,http://www.kutztown.edu,81,759,
Kuyper College,MI,Grand Rapids,22886,,1000-1150,http://www.kuyper.edu,66,760,
Laboure College,MA,Milton,,,N/A,,,761,
Lackawanna College,PA,Scranton,15660,1873,N/A,//www.lackawanna.edu,31,762,
Lafayette College,PA,Easton,55002,2642,1250-1435,https://www.lafayette.edu/,29,763,
LaGrange College,GA,LaGrange,31500,877,1020-1180,http://www.lagrange.edu,48,764,
Laguna College of Art and Design,CA,Laguna Beach,30700,636,N/A,http://www.lcad.edu/,33,765,
Lake Erie College,OH,Painesville,32322,,910-1120,http://www.lec.edu,60,766,
Lake Forest College,IL,Lake Forest,48424,1492,1110-1310,http://www.lakeforest.edu,58,767,
Lakeland University,WI,Plymouth,,,1160-1190,http://www.lakeland.edu,52,768,
Lake Michigan College,MI,Benton Harbor,,,N/A,https://www.theamericancollege.edu,,769,
Lake-Sumter State College,FL,Leesburg,19128,4814,N/A,https://www.lssc.edu/future-students/admissions/,100,770,
Lake Superior State University,MI,Sault Ste. Marie,12450,1991,990-1200,http://www.lssu.edu,63,771,
Lakeview College of Nursing,IL,Danville,,,N/A,//www.lakeviewcol.edu/,,772,
Lake Washington Institute of Technology,WA,Kirkland,19288,4389,N/A,//www.lwtech.edu/,100,773,
Lamar University,TX,Beaumont,23002,8904,950-1100,http://www.lamar.edu,84,774,
Lancaster Bible College,PA,Lancaster,26170,1688,1000-1200,//www.lbc.edu/,57,775,
Lander University,SC,Greenwood,21300,2970,930-1120,http://www.lander.edu,43,776,
Landmark College,VT,Putney,59100,489,N/A,https://www.landmark.edu,57,777,
Lane College,TN,Jackson,11500,1232,N/A,http://www.lanecollege.edu,,778,
Langston University,OK,Langston,13950,1945,N/A,http://www.langston.edu/,55,779,
La Roche University,PA,Pittsburgh,29464,1289,910-1110,http://www.laroche.edu,99,780,
La Salle University,PA,Philadelphia,31650,3904,970-1160,http://www.lasalle.edu,81,781,
Lasell College,MA,Newton,37000,1674,980-1170,http://www.lasell.edu,80,782,
La Sierra University,CA,Riverside,33570,1842,940-1160,https://lasierra.edu/about/,49,783,
Lawrence Technological University,MI,Southfield,35280,,1060-1280,http://www.ltu.edu,60,784,
Lawrence University,WI,Appleton,49122,1472,1210-1450,http://www.lawrence.edu,62,785,
Lebanese American University,,Chouran,20587,7433,1000-1210,http://www.lau.edu.lb,90,786,
Lebanon Valley College,PA,Annville,44910,1744,1068-1280,//www.lvc.edu,78,787,
Lees-McRae College,NC,Banner Elk,26198,966,N/A,http://www.lmc.edu,57,788,
Lee University,TN,Cleveland,18770,4883,960-1220,http://www.leeuniversity.edu,83,789,
Lehigh University,PA,Bethlehem,55240,5047,1270-1450,https://www1.lehigh.edu,22,790,
Le Moyne College,NY,Syracuse,35230,2747,1080-1270,https://www.lemoyne.edu,69,791,
LeMoyne-Owen College,TN,Memphis,11216,885,400-800,http://www.loc.edu/,93,792,
Lenoir-Rhyne University,NC,Hickory,37400,1825,960-1180,http://www.lr.edu,74,793,
Lesley University,MA,Cambridge,28750,2127,938-1293,//www.lesley.edu,76,794,
LeTourneau University,TX,Longview,31270,2801,1090-1320,http://www.letu.edu,46,795,
Lewis & Clark College,OR,Portland,52780,2087,1230-1390,http://www.lclark.edu,74,796,
Lewis-Clark State College,ID,Lewiston,19978,3746,930-1100,http://www.lcsc.edu,100,797,
Lewis University,IL,Romeoville,33420,4351,1040-1200,http://www.lewisu.edu,58,798,
Liberty University,VA,Lynchburg,24906,45935,980-1180,http://www.liberty.edu,56,799,
Life Pacific College,CA,San Dimas,,,893-1133,//www.lifepacific.edu,97,800,
Life University,GA,Marietta,13101,898,860-1070,http://www.life.edu,96,801,
LIM College,NY,New York,27810,1503,970-1150,http://www.limcollege.edu,83,802,
Limestone College,SC,Gaffney,26300,2374,860-1090,http://www.limestone.edu,14,803,
Lincoln Christian University,IL,Lincoln,13590,415,940-1180,http://lincolnchristian.edu,64,804,
Lincoln College,IL,Lincoln,,,700-810,http://www.lincolncollege.edu,57,805,
Lincoln College of New England--Southington,CT,Southington,,,N/A,,,806,
Lincoln Memorial University,TN,Harrogate,22740,1953,1003-1198,http://www.lmunet.edu,43,807,
Lincoln University,PA,Lincoln University,16636,2122,860-1020,http://www.lincoln.edu,81,808,
Lincoln University,MO,Jefferson City,14172,2377,800-980,http://www.lincolnu.edu,52,809,
Lindenwood University,MO,St. Charles,18100,6529,1000-1160,http://www.lindenwood.edu,88,810,
Lindsey Wilson College,KY,Columbia,25350,2047,N/A,http://www.lindsey.edu,95,811,
Linfield College,OR,McMinnville,44062,1376,1020-1200,http://www.linfield.edu,81,812,
Lipscomb University,TN,Nashville,33424,2938,1060-1320,http://www.lipscomb.edu,60,813,
Livingstone College,NC,Salisbury,17763,1148,770-930,http://www.livingstone.edu/,42,814,
Lock Haven University of Pennsylvania,PA,Lock Haven,20452,3067,920-1110,http://www.lockhaven.edu,94,815,
Logan University,MO,Chesterfield,,,N/A,,,816,
Loma Linda University,CA,Loma Linda,,,N/A,//www.llu.edu,,817,
Long Island University,NY,Brookville,38368,9918,1050-1250,//www.liu.edu,76,818,
Longwood University,VA,Farmville,29720,4324,980-1150,http://www.longwood.edu/,89,819,
Loras College,IA,Dubuque,35218,1393,998-1183,http://www.loras.edu,93,820,
Louisiana College,LA,Pineville,17000,1004,940-1170,http://www.lacollege.edu,78,821,
Louisiana State University--Alexandria,LA,Alexandria,14024,3247,800-1080,http://www.lsua.edu,73,822,
Louisiana State University--Baton Rouge,LA,Baton Rouge,28639,25361,1070-1290,http://www.lsu.edu,74,823,
Louisiana State University Health Sciences Center,LA,New Orleans,,,N/A,//www.lsuhsc.edu,,824,
Louisiana State University Health Sciences Center--Shreveport,LA,Shreveport,,,N/A,,,825,
Louisiana State University--Shreveport,LA,Shreveport,20673,2511,1020-1140,http://www.lsus.edu,87,826,
Louisiana Tech University,LA,Ruston,19098,11185,870-970,http://www.latech.edu,63,827,
Lourdes University,OH,Sylvania,23550,1085,940-1140,http://www.lourdes.edu,90,828,
Loyola Marymount University,CA,Los Angeles,50283,6700,1210-1390,http://www.lmu.edu,47,829,
Loyola University Chicago,IL,Chicago,45543,11919,1120-1310,http://www.luc.edu,68,830,
Loyola University Maryland,MD,Baltimore,50265,3879,1140-1320,http://www.loyola.edu,79,831,
Loyola University New Orleans,LA,New Orleans,40592,2982,1060-1240,http://www.loyno.edu,75,832,
Lubbock Christian University,TX,Lubbock,23330,1439,955-1210,https://lcu.edu,90,833,
Luther College,IA,Decorah,44070,2005,1050-1310,http://www.luther.edu,63,834,
Lycoming College,PA,Williamsport,41626,1142,1010-1198,http://www.lycoming.edu,66,835,
Lynn University,FL,Boca Raton,38930,2232,990-1170,http://www.lynn.edu,70,836,
Lyon College,AR,Batesville,29140,676,1040-1188,http://www.lyon.edu,50,837,
Macalester College,MN,St. Paul,56292,2174,1310-1500,http://www.macalester.edu,41,838,
MacMurray College,IL,Jacksonville,,,980-1128,http://www.mac.edu,60,839,
Madonna University,MI,Livonia,23100,2440,960-1170,http://www.madonna.edu,78,840,
Maharishi University of Management,IA,Fairfield,,,N/A,//www.mum.edu,,841,
Maine College of Art,ME,Portland,,,N/A,http://www.meca.edu,,842,
Maine Maritime Academy,ME,Castine,27820,979,1000-1180,http://www.mainemaritime.edu,46,843,
Malone University,OH,Canton,31800,1288,940-1190,http://www.malone.edu,70,844,
Manchester University,IN,North Manchester,33624,1191,850-1100,https://www.manchester.edu,59,845,
Manhattan Christian College,KS,Manhattan,,,N/A,//www.mccks.edu,,846,
Manhattan College,NY,Riverdale,42608,3654,1070-1260,http://www.manhattan.edu,74,847,
Manhattan School of Music,NY,New York,,,N/A,http://msmnyc.edu/,,848,
Manhattanville College,NY,Purchase,39570,1588,1030-1180,http://www.mville.edu,90,849,
Mansfield University of Pennsylvania,PA,Mansfield,21780,1599,950-1130,http://www.mansfield.edu,92,850,
Maranatha Baptist University,WI,Watertown,15410,785,1043-1218,http://www.mbu.edu,76,851,
Maria College of Albany,NY,Albany,,,N/A,http://www.mariacollege.edu,,852,
Marian University,IN,Indianapolis,35000,2429,1020-1200,http://www.marian.edu,61,853,
Marian University,WI,Fond du Lac,27400,,980-1070,https://www.marianuniversity.edu/,68,854,
Marietta College,OH,Marietta,36040,1052,990-1210,https://www.marietta.edu,69,855,
Marist College,NY,Poughkeepsie,40525,5670,1140-1320,http://www.marist.edu,46,856,
Marlboro College,VT,Marlboro,27485,146,1060-1360,http://www.marlboro.edu,92,857,
Marlboro College Graduate & Professional Studies,VT,Marlboro,,,N/A,http://www.drury.edu,,858,
Marquette University,WI,Milwaukee,43936,8435,1150-1320,http://www.marquette.edu,82,859,
Marshall University,WV,Huntington,19266,9593,910-1130,http://www.marshall.edu,91,860,
Mars Hill University,NC,Mars Hill,34118,1132,920-1130,http://www.mhu.edu,57,861,
Martin Luther College,MN,New Ulm,,,N/A,//www.mlc-wels.edu,,862,
Martin Methodist College,TN,Pulaski,23496,901,983-1093,//www.martinmethodist.edu,100,863,
Martin University,IN,Indianapolis,,,N/A,//www.martin.edu,,864,
Mary Baldwin University,VA,Staunton,31085,1327,950-1130,//www.marybaldwin.edu,100,865,
Marygrove College,MI,Detroit,,,910-1145,http://www.marygrove.edu,41,866,
Maryland Institute College of Art,MD,Baltimore,50330,1714,1030-1290,http://www.mica.edu,64,867,
Marymount California University,CA,Rancho Palos Verdes,36134,735,935-1198,//www.marymountcalifornia.edu,85,868,
Marymount Manhattan College,NY,New York,35628,2063,1030-1220,http://www.mmm.edu,78,869,
Marymount University,VA,Arlington,32850,2287,950-1180,http://www.marymount.edu,91,870,
Maryville College,TN,Maryville,35578,1146,910-1170,http://www.maryvillecollege.edu,55,871,
Maryville University of St. Louis,MO,St Louis,28470,3678,1020-1240,http://www.maryville.edu,95,872,
Marywood University,PA,Scranton,35906,1950,1010-1190,http://www.marywood.edu,75,873,
Massachusetts College of Art and Design,MA,Boston,38500,1945,N/A,http://www.massart.edu,67,874,
Massachusetts College of Liberal Arts,MA,North Adams,20050,1277,990-1230,http://www.mcla.edu,74,875,
Massachusetts Institute of Technology,MA,Cambridge,53790,4602,1500-1570,http://web.mit.edu/,7,876,
Massachusetts Maritime Academy,MA,Buzzards Bay,25752,1709,1050-1200,https://www.maritime.edu,89,877,
The Master's University and Seminary,CA,Santa Clarita,25390,1399,1010-1240,http://www.masters.edu,77,878,
Mayville State University,ND,Mayville,9946,1077,826-845,http://www.mayvillestate.edu,48,879,
McDaniel College,MD,Westminster,44540,1558,1050-1230,http://www.mcdaniel.edu,64,880,
McGill University,,"Montreal, Quebec",,,N/A,http://www.mcgill.ca/,,881,
McKendree University,IL,Lebanon,31640,1956,960-1270,http://www.mckendree.edu,67,882,
McMurry University,TX,Abilene,27924,1128,950-1150,https://mcm.edu/,41,883,
McNeese State University,LA,Lake Charles,15898,7033,960-1150,http://www.mcneese.edu,70,884,
McPherson College,KS,McPherson,30077,716,990-1170,http://www.mcpherson.edu,77,885,
MCPHS University,MA,Boston,33620,,1040-1240,http://www.mcphs.edu,84,886,
Medaille College,NY,Buffalo,,,850-1080,http://www.medaille.edu,75,887,
Medical University of South Carolina,SC,Charleston,,,N/A,//www.musc.edu,,888,
Memorial University of Newfoundland,,"St. John's, Newfoundland",,,N/A,//www.mun.ca/,,889,
Memphis College of Art,TN,Memphis,,,N/A,http://www.mca.edu,,890,
Menlo College,CA,Atherton,42800,,1008-1165,http://www.menlo.edu,44,891,
Mercer University,GA,Macon,37808,4797,1180-1340,http://www.mercer.edu,72,892,
Mercy College,NY,Dobbs Ferry,19594,6611,N/A,http://www.mercy.edu,79,893,
Mercy College of Health Sciences,IA,Des Moines,18150,727,N/A,https://www.mchs.edu/,98,894,
Mercy College of Ohio,OH,Toledo,,,N/A,//www.mercycollege.edu/,,895,
Mercyhurst University,PA,Erie,40170,2401,1020-1210,http://www.mercyhurst.edu,87,896,
Meredith College,NC,Raleigh,38620,1603,1000-1200,http://www.meredith.edu,63,897,
Merrimack College,MA,North Andover,43340,3726,1040-1195,https://www.merrimack.edu,83,898,
Messiah College,PA,Mechanicsburg,36120,2734,1080-1310,http://www.messiah.edu,79,899,
Methodist College,IL,Peoria,,,N/A,,,900,
Methodist University,NC,Fayetteville,34522,1772,960-1150,http://www.methodist.edu,55,901,
Metropolitan College of New York,NY,New York,19454,,N/A,http://www.mcny.edu,91,902,
Metropolitan State University,MN,St. Paul,,,N/A,http://www.metrostate.edu,56,903,
Metropolitan State University of Denver,CO,Denver,20847,19437,900-1110,http://www.msudenver.edu,59,904,
MGH Institute of Health Professions,MA,Boston,,,N/A,,,905,
Miami Dade College,FL,Miami,,,N/A,//www.mdc.edu/,,906,
Miami International University of Art & Design,FL,Miami,,,N/A,//www.aimiu.aii.edu/,,907,
Miami University--Oxford,OH,Oxford,34307,17326,1200-1380,http://www.MiamiOH.edu,75,908,
Michigan State University,MI,East Lansing,39766,39423,1110-1310,http://www.msu.edu/,78,909,
Michigan Technological University,MI,Houghton,35196,5828,1170-1360,http://www.mtu.edu,74,910,
Mid-America Christian University,OK,Oklahoma City,,,N/A,//www.macu.edu,,911,
MidAmerica Nazarene University,KS,Olathe,31786,1304,920-1140,http://www.mnu.edu,59,912,
Mid-Atlantic Christian University,NC,Elizabeth City,,,N/A,http://www.macuniversity.edu,,913,
Middlebury College,VT,Middlebury,56216,2579,1330-1500,http://www.middlebury.edu,17,914,
Middle Georgia State University,GA,Macon,13926,7584,880-1080,http://www.mga.edu/,92,915,
Middle Tennessee State University,TN,Murfreesboro,29038,19251,1020-1240,http://www.mtsu.edu,94,916,
Midland College,TX,Midland,,,N/A,//www.midland.edu/,,917,
Midland University,NE,Fremont,,,920-1068,http://www.midlandu.edu/,64,918,
Midstate College,IL,Peoria,,,N/A,//www.midstate.edu/,,919,
Midway University,KY,Midway,24850,1456,960-1150,http://www.midway.edu,61,920,
Midwestern Baptist Theological Seminary,MO,Kansas City,,,N/A,,,921,
Midwestern State University,TX,Wichita Falls,11330,5372,940-1140,http://www.mwsu.edu,71,922,
Miles College,AL,Birmingham,,,N/A,//www.miles.edu,,923,
Millersville University of Pennsylvania,PA,Millersville,21970,6779,990-1180,http://www.millersville.edu,78,924,
Milligan College,TN,Milligan College,34650,829,1070-1310,http://www.milligan.edu,83,925,
Millikin University,IL,Decatur,37054,1985,960-1210,https://millikin.edu,61,926,
Millsaps College,MS,Jackson,41314,798,1080-1260,http://www.millsaps.edu,59,927,
Mills College,CA,Oakland,30877,772,1008-1240,http://www.mills.edu,86,928,
Milwaukee Institute of Art and Design,WI,Milwaukee,37360,,N/A,http://www.miad.edu,31,929,
Milwaukee School of Engineering,WI,Milwaukee,42162,2595,1188-1370,http://www.msoe.edu,63,930,
Minneapolis College of Art and Design,MN,Minneapolis,39210,741,1030-1220,http://www.mcad.edu,63,931,
Minnesota State University--Mankato,MN,Mankato,16235,12492,N/A,https://mankato.mnsu.edu/,61,932,
Minnesota State University--Moorhead,MN,Moorhead,15982,4828,920-1190,http://www.mnstate.edu,60,933,
Minot State University,ND,Minot,7288,2915,920-1130,http://www.minotstateu.edu,60,934,
MiraCosta College,CA,Oceanside,,,N/A,//www.miracosta.edu,,935,
Misericordia University,PA,Dallas,34560,2030,1040-1200,http://www.misericordia.edu/,83,936,
Mississippi College,MS,Clinton,18610,3232,1030-1236,http://www.mc.edu,38,937,
Mississippi State University,MS,Mississippi State,23950,18490,1070-1330,http://www.msstate.edu,57,938,
Mississippi University for Women,MS,Columbus,7525,2505,1080-1110,http://www.muw.edu,98,939,
Mississippi Valley State University,MS,Itta Bena,,,N/A,http://www.mvsu.edu,86,940,
Missouri Baptist University,MO,St. Louis,,,900-1100,http://www.mobap.edu,55,941,
Missouri Southern State University,MO,Joplin,14578,5851,N/A,http://www.mssu.edu,96,942,
Missouri State University,MO,Springfield,15910,20138,1000-1260,http://www.missouristate.edu,85,943,
Missouri University of Science and Technology,MO,Rolla,29601,6848,1180-1380,http://www.mst.edu,84,944,
Missouri Valley College,MO,Marshall,21100,1848,890-1090,http://www.moval.edu,59,945,
Missouri Western State University,MO,St. Joseph,,,N/A,http://www.missouriwestern.edu,,946,
Mitchell College,CT,New London,,,N/A,//www.mitchell.edu,78,947,
Modesto Junior College,CA,Modesto,,,N/A,//www.mjc.edu,,948,
Molloy College,NY,Rockville Centre,32600,3439,1020-1210,http://www.molloy.edu,81,949,
Monmouth College,IL,Monmouth,38990,914,980-1170,http://www.monmouthcollege.edu/admissions,69,950,
Monmouth University,NJ,West Long Branch,39592,4630,1040-1190,http://www.monmouth.edu,77,951,
Monroe College,NY,Bronx,15860,5568,650-1053,http://www.monroecollege.edu,44,952,
