institution.displayName,institution.state,institution.city,searchData.tuition.rawValue,searchData.enrollment.rawValue,searchData.testAvgs.displayValue.0.value,School Website,searchData.acceptanceRate.rawValue,ID,
University of Hartford,CT,West Hartford,42182,5000,1050-1250,http://www.hartford.edu,75,1576,
University of Hawaii--Hilo,HI,Hilo,20680,2816,960-1170,http://www.uhh.hawaii.edu,79,1577,
University of Hawaii--Manoa,HI,Honolulu,34002,12968,1055-1240,http://www.manoa.hawaii.edu/,83,1578,
University of Hawaii--Maui College,HI,Kahului,,,N/A,//www.maui.hawaii.edu/,,1579,
University of Hawaii--West Oahu,HI,Kapolei,20544,3128,930-1110,https://westoahu.hawaii.edu/,75,1580,
University of Holy Cross,LA,New Orleans,14372,,N/A,http://www.uhcno.edu/,46,1581,
University of Houston,TX,Houston,26936,38348,1130-1310,http://www.uh.edu,62,1582,
University of Houston--Clear Lake,TX,Houston,26370,6212,1030-1200,http://www.uhcl.edu,45,1583,
University of Houston--Downtown,TX,Houston,20846,12680,940-1080,http://www.uhd.edu,83,1584,
University of Houston--Victoria,TX,Victoria,,,N/A,http://www.uhv.edu/,49,1585,
University of Idaho,ID,Moscow,27540,9568,1010-1220,http://www.uidaho.edu/admissions,77,1586,
University of Illinois--Chicago,IL,Chicago,27672,20783,1020-1220,http://www.uic.edu,76,1587,
University of Illinois--Springfield,IL,Springfield,21338,2814,990-1218,http://www.uis.edu,53,1588,
University of Illinois--Urbana-Champaign,IL,Champaign,33352,33915,1220-1480,http://illinois.edu,62,1589,
University of Indianapolis,IN,Indianapolis,30976,4508,990-1180,http://www.uindy.edu,81,1590,
University of Iowa,IA,Iowa City,31568,23989,1120-1330,http://www.uiowa.edu,83,1591,
University of Jamestown,ND,Jamestown,22428,893,950-1130,http://www.uj.edu,62,1592,
University of Kansas,KS,Lawrence,27358,19596,N/A,https://ku.edu,92,1593,
University of Kentucky,KY,Lexington,30680,22136,1080-1300,http://www.uky.edu,94,1594,
University of La Verne,CA,La Verne,44500,2798,1020-1205,http://www.laverne.edu,51,1595,
University of Louisiana--Lafayette,LA,Lafayette,23640,15073,1030-1250,http://www.louisiana.edu,56,1596,
University of Louisiana--Monroe,LA,Monroe,20834,7476,810-810,http://www.ulm.edu,72,1597,
University of Louisville,KY,Louisville,26958,15642,960-1205,http://www.louisville.edu,73,1598,
University of Lynchburg,VA,Lynchburg,37690,2086,980-1185,http://www.lynchburg.edu,97,1599,
University of Maine,ME,Orono,31748,9365,1050-1250,http://www.umaine.edu,92,1600,
University of Maine--Augusta,ME,Augusta,17918,,N/A,http://www.uma.edu,97,1601,
University of Maine--Farmington,ME,Farmington,19514,1736,970-1180,http://www.farmington.edu,81,1602,
University of Maine--Fort Kent,ME,Fort Kent,12585,1794,910-1090,http://www.umfk.edu,97,1603,
University of Maine--Machias,ME,Machias,16046,675,875-1090,http://machias.edu/,98,1604,
University of Maine--Presque Isle,ME,Presque Isle,12654,1554,880-1100,https://www.umpi.edu/admissions/,92,1605,
University of Mary,ND,Bismarck,19074,2534,1047-1272,http://www.umary.edu,88,1606,
University of Mary Hardin-Baylor,TX,Belton,29800,3397,1030-1200,http://www.umhb.edu,87,1607,
University of Maryland--Baltimore,MD,Baltimore,40013,909,N/A,http://www.umaryland.edu/,,1608,
University of Maryland--Baltimore County,MD,Baltimore,27662,11260,1190-1360,http://www.umbc.edu,58,1609,
University of Maryland--College Park,MD,College Park,36890,30762,1290-1480,http://www.maryland.edu,47,1610,
University of Maryland--Eastern Shore,MD,Princess Anne,18508,2603,870-1050,http://www.umes.edu,54,1611,
University of Maryland University College,MD,Adelphi,12336,47253,N/A,http://www.umuc.edu/,100,1612,
University of Mary Washington,VA,Fredericksburg,26220,4410,1050-1269,http://www.umw.edu,72,1613,
University of Massachusetts--Amherst,MA,Amherst,35710,23515,1200-1390,http://www.umass.edu,60,1614,
University of Massachusetts--Boston,MA,Boston,35075,12714,1020-1220,http://www.umb.edu,78,1615,
University of Massachusetts--Dartmouth,MA,North Dartmouth,30103,6841,990-1190,http://www.umassd.edu,78,1616,
University of Massachusetts--Lowell,MA,Lowell,32827,14005,1150-1320,http://www.uml.edu,72,1617,
University of Memphis,TN,Memphis,16037,17233,970-1210,http://www.memphis.edu,84,1618,
University of Miami,FL,Coral Gables,51930,11117,1250-1430,http://www.miami.edu,32,1619,
University of Michigan--Ann Arbor,MI,Ann Arbor,51200,30318,1330-1510,//umich.edu,23,1620,
University of Michigan--Dearborn,MI,Dearborn,26409,7185,1080-1290,http://umdearborn.edu/,77,1621,
University of Michigan--Flint,MI,Flint,23692,6097,980-1200,http://www.umflint.edu,66,1622,
University of Minnesota--Crookston,MN,Crookston,12021,2810,998-1176,http://www.crk.umn.edu,66,1623,
University of Minnesota--Duluth,MN,Duluth,18881,9977,1110-1340,http://www.d.umn.edu,74,1624,
University of Minnesota--Morris,MN,Morris,15632,1554,1080-1350,http://www.morris.umn.edu,63,1625,
University of Minnesota--Twin Cities,MN,Minneapolis,33325,34633,1270-1480,https://twin-cities.umn.edu/,52,1626,
University of Mississippi,MS,University,25090,18007,1050-1270,http://www.olemiss.edu,88,1627,
University of Missouri,MO,Columbia,28348,22503,1090-1290,http://www.missouri.edu,78,1628,
University of Missouri--Kansas City,MO,Kansas City,26134,11337,1030-1340,http://www.umkc.edu,56,1629,
University of Missouri--St. Louis,MO,St. Louis,29295,13490,1020-1230,http://www.umsl.edu,73,1630,
University of Mobile,AL,Mobile,23220,1680,890-1087,//www.umobile.edu,47,1631,
University of Montana,MT,Missoula,26218,8306,1040-1260,http://www.umt.edu,88,1632,
University of Montana--Western,MT,Dillon,17115,1512,940-1120,https://w.umwestern.edu/,60,1633,
University of Montevallo,AL,Montevallo,26730,2285,990-1200,http://www.montevallo.edu,44,1634,
University of Mount Olive,NC,Mount Olive,,,870-1066,http://www.umo.edu/,49,1635,
University of Mount Union,OH,Alliance,31700,2116,968-1200,http://www.mountunion.edu/,96,1636,
University of Nebraska--Kearney,NE,Kearney,14503,4484,935-1120,http://www.unk.edu,94,1637,
University of Nebraska--Lincoln,NE,Lincoln,25828,20830,1130-1360,http://www.unl.edu,80,1638,
University of Nebraska Medical Center,NE,Omaha,,869,N/A,http://unmc.edu/,,1639,
University of Nebraska--Omaha,NE,Omaha,21244,12430,840-1102,https://www.unomaha.edu/,82,1640,
University of Nevada--Las Vegas,NV,Las Vegas,22904,25282,1030-1240,http://www.unlv.edu,82,1641,
University of Nevada--Reno,NV,Reno,23075,17930,1070-1280,http://www.unr.edu,88,1642,
University of New Brunswick,,"Fredericton, New Brunswick",,,N/A,//www.unb.ca/,,1643,
University of New England,ME,Biddeford,38750,4449,1050-1240,http://www.une.edu,80,1644,
University of New Hampshire,NH,Durham,35409,12782,1090-1280,https://jpcatholic.edu/,77,1645,
University of New Haven,CT,West Haven,40440,5092,1030-1220,http://www.newhaven.edu,84,1646,
University of New Mexico,NM,Albuquerque,24490,17859,1030-1260,http://www.unm.edu,52,1647,
University of New Orleans,LA,New Orleans,16378,6588,1050-1260,http://www.uno.edu,57,1648,
University of North Alabama,AL,Florence,20400,6196,1010-1190,http://www.una.edu,64,1649,
University of North Carolina--Asheville,NC,Asheville,23868,3743,1060-1250,http://www.unca.edu,82,1650,
University of North Carolina--Chapel Hill,NC,Chapel Hill,36222,19117,1270-1470,http://www.unc.edu,22,1651,
University of North Carolina--Charlotte,NC,Charlotte,20288,24387,1120-1270,http://www.uncc.edu/,67,1652,
University of North Carolina--Greensboro,NC,Greensboro,22564,16641,990-1160,http://www.uncg.edu/,84,1653,
University of North Carolina--Pembroke,NC,Pembroke,7490,6069,925-1080,http://www.uncp.edu,81,1654,
University of North Carolina School of the Arts,NC,Winston-Salem,25901,890,1090-1280,http://www.uncsa.edu,37,1655,
University of North Carolina--Wilmington,NC,Wilmington,21246,14452,1190-1320,http://www.uncw.edu,61,1656,
University of North Dakota,ND,Grand Forks,13842,10519,980-1230,http://und.edu,82,1657,
University of Northern Colorado,CO,Greeley,21876,9876,990-1190,http://www.unco.edu,91,1658,
University of Northern Iowa,IA,Cedar Falls,19480,9561,980-1241,https://uni.edu/,81,1659,
University of North Florida,FL,Jacksonville,20112,14494,1120-1280,http://www.unf.edu,61,1660,
University of North Georgia,GA,Dahlonega,21630,19041,1108-1273,http://ung.edu/,74,1661,
University of North Texas,TX,Denton,23911,31347,1060-1260,http://www.unt.edu,71,1662,
University of North Texas--Dallas,TX,Dallas,21589,3006,920-1080,,83,1663,
University of Northwestern Ohio,OH,Lima,,,N/A,//www.unoh.edu/,,1664,
University of Northwestern--St. Paul,MN,St. Paul,32210,3443,1053-1248,//www.unwsp.edu,90,1665,
University of Notre Dame,IN,Notre Dame,55553,8617,1400-1550,http://www.nd.edu,18,1666,
University of Oklahoma,OK,Norman,27144,22152,1140-1350,http://www.ou.edu,78,1667,
University of Oklahoma Health Sciences Center,OK,Oklahoma City,22921,762,N/A,http://admissions.ouhsc.edu//default.aspx,,1668,
University of Oregon,OR,Eugene,36615,19101,1080-1290,https://www.uoregon.edu,83,1669,
University of Ottawa,,"Ottawa, Ontario",,,N/A,//www.uottawa.ca/welcome.html,,1670,
University of Pennsylvania,PA,Philadelphia,57770,10183,1440-1560,http://www.upenn.edu,8,1671,
University of Phoenix,AZ,Phoenix,,,N/A,//www.phoenix.edu,,1672,
University of Pikeville,KY,Pikeville,21550,1499,870-1100,http://www.upike.edu/,100,1673,
University of Pittsburgh,PA,Pittsburgh,33746,19330,1270-1430,http://www.oafa.pitt.edu/,59,1674,
University of Portland,OR,Portland,47818,3788,1140-1320,http://www.up.edu,75,1675,
University of Prince Edward Island,,"Charlottetown, PE",,,N/A,//www.upei.ca/,,1676,
University of Providence,MT,Great Falls,25318,,1100-1430,//www.uprovidence.edu,76,1677,
University of Puerto Rico--Aguadilla,PR,Aguadilla,6639,3139,927-1130,//www.uprag.edu/,28,1678,
University of Puerto Rico--Arecibo,PR,Arecibo,6239,3660,N/A,http://www.upra.edu/,45,1679,
University of Puerto Rico--Bayamon,PR,Bayamon,7999,4189,N/A,http://www.uprb.edu/,70,1680,
University of Puerto Rico--Cayey,PR,Cayey,6394,3108,N/A,https://cayey.upr.edu/oficina-de-admisiones/,72,1681,
University of Puerto Rico--Humacao,PR,Humacao,6049,3300,N/A,//www.uprh.edu/~admision/,42,1682,
University of Puerto Rico--Mayaguez,PR,Mayaguez,6049,12287,N/A,//www.uprm.edu,64,1683,
University of Puerto Rico--Medical Sciences Campus,PR,San Juan,5796,346,N/A,//www.rcm.upr.edu/,,1684,
University of Puerto Rico--Ponce,PR,Ponce,6536,2828,N/A,//www.uprp.edu,35,1685,
University of Puerto Rico--Rio Piedras,PR,Rio Piedras,6009,11657,N/A,//www.uprrp.edu/,43,1686,
University of Puerto Rico--Utuado,PR,Utuado,6182,842,N/A,//www.uprutuado.edu,40,1687,
University of Puget Sound,WA,Tacoma,51740,2364,1130-1350,http://www.pugetsound.edu,88,1688,
University of Redlands,CA,Redlands,,,1070-1250,http://www.redlands.edu,75,1689,
University of Regina,,"Regina, Saskatchewan",,,N/A,//www.uregina.ca,,1690,
University of Rhode Island,RI,Kingston,31686,13865,1090-1260,http://www.uri.edu,71,1691,
University of Richmond,VA,Univ. of Richmond,54690,3227,1290-1460,http://www.richmond.edu,30,1692,
University of Rio Grande,OH,Rio Grande,,,N/A,http://www.rio.edu,,1693,
University of Rochester,NY,Rochester,56026,6535,1320-1500,http://www.tcnj.edu,29,1694,
University of Saint Francis,IN,Fort Wayne,31480,1778,955-1150,https://www.sf.edu,93,1695,
University of San Diego,CA,San Diego,51186,5855,1190-1360,http://www.SanDiego.edu,53,1696,
University of San Francisco,CA,San Francisco,50282,6704,1130-1330,http://www.usfca.edu,65,1697,
University of Saskatchewan,,"Saskatoon, Saskatchewan",,,N/A,http://explore.usask.ca,,1698,
University of Science and Arts of Oklahoma,OK,Chickasha,18900,,815-1010,http://www.usao.edu,48,1699,
University of Scranton,PA,Scranton,45790,3729,1120-1280,//www.scranton.edu,73,1700,
University of Sioux Falls,SD,Sioux Falls,18910,1319,1060-1180,http://www.usiouxfalls.edu,91,1701,
University of South Alabama,AL,Mobile,20164,10293,1040-1240,http://www.southalabama.edu,79,1702,
University of South Carolina,SC,Columbia,33928,26733,1190-1360,http://www.sc.edu,63,1703,
University of South Carolina--Aiken,SC,Aiken,21218,3344,950-1140,https://www.usca.edu/,51,1704,
University of South Carolina--Beaufort,SC,Bluffton,,,930-1090,http://www.uscb.edu,64,1705,
University of South Carolina--Upstate,SC,Spartanburg,23536,6036,920-1110,http://www.uscupstate.edu/,51,1706,
University of South Dakota,SD,Vermillion,12807,7590,1030-1260,http://www.usd.edu,86,1707,
University of Southern California,CA,Los Angeles,58195,19907,1350-1530,http://www.usc.edu/,13,1708,
University of Southern Indiana,IN,Evansville,19957,7513,980-1180,http://www.usi.edu,95,1709,
University of Southern Maine,ME,Portland,23590,6390,940-1060,http://www.usm.maine.edu,85,1710,
University of Southern Mississippi,MS,Hattiesburg,10879,11920,N/A,http://www.usm.edu/admissions,98,1711,
University of South Florida,FL,Tampa,17324,32238,1170-1330,http://www.usf.edu,43,1712,
University of St. Francis,IL,Joliet,34000,1629,1030-1190,http://www.stfrancis.edu,47,1713,
University of St. Joseph,CT,West Hartford,40286,903,1030-1210,http://www.usj.edu,72,1714,
University of St. Katherine,CA,,,,N/A,,,1715,
University of St. Mary,KS,Leavenworth,29880,732,975-1170,http://www.stmary.edu,61,1716,
University of St. Thomas,TX,Houston,31460,2047,1060-1250,http://www.stthom.edu,82,1717,
University of St. Thomas,MN,St. Paul,42736,6395,1130-1380,http://www.stthomas.edu,82,1718,
University of Tampa,FL,Tampa,29992,8443,1090-1250,http://www.ut.edu,49,1719,
University of Tennessee,TN,Knoxville,31454,22815,1150-1330,http://utk.edu,78,1720,
University of Tennessee--Chattanooga,TN,Chattanooga,25774,10239,990-1210,http://www.utc.edu,76,1721,
University of Tennessee--Health Science Center,TN,Memphis,,,N/A,,,1722,
University of Tennessee--Martin,TN,Martin,15788,6694,N/A,http://www.utm.edu,69,1723,
University of Texas--Arlington,TX,Arlington,28129,34472,1060-1260,http://www.uta.edu,80,1724,
University of Texas--Austin,TX,Austin,38228,40804,1230-1480,http://www.utexas.edu,39,1725,
University of Texas--Dallas,TX,Richardson,38168,19872,1220-1440,https://www.utdallas.edu,81,1726,
University of Texas--El Paso,TX,El Paso,22429,21464,940-1130,http://www.utep.edu,100,1727,
University of Texas Health Science Center--Houston,TX,Houston,,,N/A,//www.uth.tmc.edu/,,1728,
University of Texas Health Science Center--San Antonio,TX,San Antonio,,,N/A,//www.uthscsa.edu/,,1729,
University of Texas MD Anderson Cancer Center,TX,Houston,,356,N/A,https://www.mdanderson.org/education-training/degrees-programs/school-of-health-professions.html,,1730,
University of Texas Medical Branch--Galveston,TX,Galveston,20482,,N/A,//www.utmb.edu/,,1731,
University of Texas of the Permian Basin,TX,Odessa,10115,4744,970-1130,http://www.utpb.edu,83,1732,
University of Texas--Rio Grande Valley,TX,Edinburg,17773,24678,950-1120,http://www.utrgv.edu/en-us/index.htm,81,1733,
University of Texas--San Antonio,TX,San Antonio,24722,27988,1040-1220,http://www.utsa.edu,79,1734,
University of Texas--Tyler,TX,Tyler,22752,7333,1080-1280,http://www.uttyler.edu,78,1735,
University of the Arts,PA,Philadelphia,,,N/A,http://www.uarts.edu,,1736,
University of the Cumberlands,KY,Williamsburg,,,910-1130,http://www.ucumberlands.edu,74,1737,
University of the District of Columbia,DC,Washington,12704,3867,N/A,http://www.udc.edu/,69,1738,
University of the Incarnate Word,TX,San Antonio,32576,5558,950-1140,http://www.uiw.edu,88,1739,
University of the Ozarks,AR,Clarksville,25950,872,940-1140,https://www.ozarks.edu,90,1740,
University of the Pacific,CA,Stockton,49588,3701,1120-1350,http://www.pacific.edu,63,1741,
University of the Potomac,DC,Washington,,,N/A,//www.potomac.edu,,1742,
University of the Sacred Heart,PR,Santurce,5343,4239,N/A,//www.sagrado.edu/,,1743,
University of the Sciences,PA,Philadelphia,25000,1231,1120-1310,http://www.usciences.edu,60,1744,
The University of the South,TN,Sewanee,46472,1698,1200-1390,http://www.sewanee.edu,65,1745,
University of the Southwest,NM,Hobbs,,,N/A,http://www.usw.edu,35,1746,
University of the Virgin Islands,VI,St. Thomas,14496,1734,815-1125,,95,1747,
University of the West,CA,Rosemead,,,N/A,//www.uwest.edu,,1748,
University of Toledo,OH,Toledo,19994,16065,1020-1240,http://www.utoledo.edu,94,1749,
University of Toronto,,Toronto,,68761,N/A,https://www.utoronto.ca/future-students,,1750,
University of Tulsa,OK,Tulsa,42238,3296,1180-1410,http://utulsa.edu,41,1751,
University of Utah,UT,Salt Lake City,30132,24743,1130-1350,http://www.utah.edu,67,1752,
University of Valley Forge,PA,Phoenixville,22000,609,960-1148,https://www.valleyforge.edu/,59,1753,
University of Vermont,VT,Burlington,43690,11328,1180-1360,http://www.uvm.edu,68,1754,
University of Victoria,,"Victoria, British Columbia",,,N/A,//www.uvic.ca/,,1755,
University of Virginia,VA,Charlottesville,50920,16777,1330-1500,http://www.virginia.edu,26,1756,
University of Virginia--Wise,VA,Wise,27987,2065,950-1130,http://www.uvawise.edu,77,1757,
University of Washington,WA,Seattle,38796,32099,1220-1460,http://www.washington.edu,49,1758,
University of Waterloo,,"Waterloo, Ontario",,34002,N/A,http://uwaterloo.ca/,,1759,
University of West Alabama,AL,Livingston,18490,2159,N/A,http://www.uwa.edu,40,1760,
University of Western States,OR,Portland,,,N/A,,,1761,
University of West Florida,FL,Pensacola,18628,9733,1080-1230,http://uwf.edu,42,1762,
University of West Georgia,GA,Carrollton,20836,11135,920-1080,http://www.westga.edu,58,1763,
University of Windsor,,"Windsor, Ontario",,,N/A,//www.uwindsor.ca/,,1764,
University of Winnipeg,,"Winnipeg, Manitoba",,,N/A,//www.uwinnipeg.ca,,1765,
University of Wisconsin Colleges,WI,Madison,,,N/A,//www.gmc.edu/,,1766,
University of Wisconsin--Eau Claire,WI,Eau Claire,17116,10113,1040-1250,https://www.uwec.edu,86,1767,
University of Wisconsin--Green Bay,WI,Green Bay,15728,,916-1149,http://www.uwgb.edu,95,1768,
University of Wisconsin--La Crosse,WI,La Crosse,17602,9676,1085-1265,http://www.uwlax.edu,78,1769,
University of Wisconsin--Madison,WI,Madison,37785,32648,1300-1480,http://www.wisc.edu,52,1770,
University of Wisconsin--Milwaukee,WI,Milwaukee,20867,20256,N/A,http://www.uwm.edu,88,1771,
University of Wisconsin--Oshkosh,WI,Oshkosh,15194,12769,N/A,http://www.uwosh.edu,69,1772,
University of Wisconsin--Parkside,WI,Kenosha,15638,4090,950-1138,http://www.uwp.edu,87,1773,
University of Wisconsin--Platteville,WI,Platteville,,,1147-1343,http://www.uwplatt.edu,79,1774,
University of Wisconsin--River Falls,WI,River Falls,15598,5725,1010-1210,https://www.uwrf.edu,75,1775,
University of Wisconsin--Stevens Point,WI,Stevens Point,16585,7385,960-1190,http://www.uwsp.edu,83,1776,
University of Wisconsin--Stout,WI,Menomonie,17430,7555,N/A,https://www.uwstout.edu,92,1777,
University of Wisconsin--Superior,WI,Superior,15705,2294,1015-1285,http://www.uwsuper.edu,74,1778,
University of Wisconsin--Whitewater,WI,Whitewater,16416,10747,900-900,http://www.uww.edu,87,1779,
University of Wyoming,WY,Laramie,18151,9998,1050-1280,http://www.uwyo.edu,96,1780,
Upper Iowa University,IA,Fayette,31685,4008,920-1125,https://uiu.edu/,81,1781,
Urbana University,OH,Urbana,,,N/A,//www.urbana.edu,71,1782,
Ursinus College,PA,Collegeville,53610,1435,1140-1320,http://www.ursinus.edu,71,1783,
Ursuline College,OH,Pepper Pike,33440,631,1020-1160,http://www.ursuline.edu,90,1784,
Utah State University,UT,Logan,22197,24880,1050-1290,http://www.usu.edu,89,1785,
Utah Valley University,UT,Orem,16570,39397,N/A,http://www.uvu.edu/,100,1786,
Utica College,NY,Utica,22110,3722,1030-1220,http://www.utica.edu,84,1787,
Valdosta State University,GA,Valdosta,17196,8700,1000-1140,http://www.valdosta.edu,63,1788,
Valencia College,FL,Orlando,,,N/A,,,1789,
Valley City State University,ND,Valley City,12119,1404,900-1090,http://www.vcsu.edu,74,1790,
Valparaiso University,IN,Valparaiso,41820,3218,1070-1270,https://www.valpo.edu,89,1791,
Vanderbilt University,TN,Nashville,52070,6861,1450-1560,http://www.vanderbilt.edu,10,1792,
VanderCook College of Music,IL,Chicago,28434,107,1130-1270,http://www.vandercook.edu,79,1793,
Vanguard University of Southern California,CA,Costa Mesa,35100,1848,950-1120,http://www.vanguard.edu,40,1794,
Vassar College,NY,Poughkeepsie,58770,2456,1370-1510,http://www.vassar.edu,25,1795,
Vaughn College of Aeronautics and Technology,NY,Flushing,26640,1538,946-1147,http://www.vaughn.edu,82,1796,
Vermont Technical College,VT,Randolph Center,29003,1610,1070-1260,http://www.vtc.edu,69,1797,
Villa Maria College,NY,Buffalo,23280,,N/A,,,1798,
Villanova University,PA,Villanova,55430,6917,1300-1470,http://www.villanova.edu,29,1799,
Vincennes University,IN,Vincennes,14364,17481,N/A,http://www.vinu.edu,77,1800,
Virginia Commonwealth University,VA,Richmond,35244,24058,1070-1260,https://www.vcu.edu,77,1801,
Virginia Military Institute,VA,Lexington,45962,1685,1100-1310,http://www.vmi.edu,51,1802,
Virginia State University,VA,Petersburg,19576,3996,840-1010,http://www.vsu.edu,91,1803,
Virginia Tech,VA,Blacksburg,32835,27811,1180-1390,//www.vt.edu,65,1804,
Virginia Union University,VA,Richmond,17448,1186,782-970,http://www.vuu.edu/,57,1805,
Virginia Wesleyan University,VA,Virginia Beach,36660,1351,980-1180,http://www.mhu.edu,70,1806,
Viterbo University,WI,La Crosse,28650,1714,1040-1400,//www.viterbo.edu,76,1807,
Voorhees College,SC,Denmark,12630,491,800-940,"//www,voorhees.edu",65,1808,
Wabash College,IN,Crawfordsville,44720,882,1100-1330,http://www.wabash.edu,65,1809,
Wade College,TX,Dallas,,,N/A,,,1810,
Wagner College,NY,Staten Island,48280,1762,1070-1270,http://www.wagner.edu,70,1811,
Wake Forest University,NC,Winston-Salem,55440,5225,1310-1470,http://www.wfu.edu,29,1812,
Walden University,MN,Minneapolis,,,N/A,//www.waldenu.edu/,,1813,
Waldorf University,IA,Forest City,,,930-1110,http://www.waldorf.edu,72,1814,
Walla Walla University,WA,College Place,28035,,1020-1240,http://www.wallawalla.edu,65,1815,
Walsh College of Accountancy and Business Administration,MI,Troy,18309,802,N/A,https://www.walshcollege.edu,,1816,
Walsh University,OH,North Canton,30830,2027,990-1190,http://www.walsh.edu,78,1817,
Warner Pacific University,OR,Portland,18660,364,870-1060,http://www.warnerpacific.edu,97,1818,
Warner University,FL,Lake Wales,22850,910,880-1080,http://www.warner.edu,35,1819,
Warren Wilson College,NC,Asheville,37364,657,970-1250,https://www.warren-wilson.edu/,83,1820,
Wartburg College,IA,Waverly,43930,1498,1020-1160,https://www.wartburg.edu/,76,1821,
Washburn University,KS,Topeka,18560,5711,N/A,http://www.washburn.edu,100,1822,
Washington Adventist University,MD,Takoma Park,24800,960,860-1070,http://www.wau.edu,52,1823,
Washington and Jefferson College,PA,Washington,49338,1356,1130-1320,http://www.washjeff.edu,48,1824,
Washington and Lee University,VA,Lexington,54830,1829,1348-1490,http://www.wlu.edu,21,1825,
Washington College,MD,Chestertown,48814,1367,1080-1270,http://www.washcoll.edu,64,1826,
Washington State University,WA,Pullman,26419,26098,1020-1210,https://www.wsu.edu,77,1827,
Washington University in St. Louis,MO,St. Louis,55292,7751,1470-1570,http://www.wustl.edu,15,1828,
"Watkins College of Art, Design & Film",TN,Nashville,,,N/A,//www.watkins.edu,,1829,
Wayland Baptist University,TX,Plainview,22658,3355,890-1090,http://www.wbu.edu,98,1830,
Waynesburg University,PA,Waynesburg,25570,1330,980-1150,http://www.waynesburg.edu/,91,1831,
Wayne State College,NE,Wayne,12651,2975,N/A,https://www.wsc.edu/,100,1832,
Wayne State University,MI,Detroit,31499,17602,1010-1210,https://wayne.edu/,71,1833,
Webber International University,FL,Babson Park,27674,615,876-1060,http://www.webber.edu,40,1834,
Webb Institute,NY,Glen Cove,51690,104,1400-1550,http://www.webb.edu,33,1835,
Weber State University,UT,Ogden,16945,27465,N/A,http://weber.edu,100,1836,
Webster University,MO,St. Louis,28700,2496,1008-1243,http://www.webster.edu,57,1837,
Welch College,TN,Gallatin,19582,376,1000-1210,//www.welch.edu,79,1838,
Wellesley College,MA,Wellesley,56052,2534,1330-1520,http://www.wellesley.edu,20,1839,
Wells College,NY,Aurora,30900,470,1000-1230,https://www.wells.edu/,79,1840,
Wenatchee Valley College,WA,Wenatchee,,,N/A,//www.cascadia.edu,,1841,
Wentworth Institute of Technology,MA,Boston,34970,4341,1080-1280,http://www.wit.edu,76,1842,
Wesleyan College,GA,Macon,23770,725,930-1110,https://www.wesleyancollege.edu,48,1843,
Wesleyan University,CT,Middletown,57004,3009,1320-1500,http://www.wesleyan.edu,17,1844,
Wesley College,DE,Dover,,,750-1050,http://www.wesley.edu,62,1845,
West Chester University of Pennsylvania,PA,West Chester,21517,14567,1050-1200,http://www.wcupa.edu/,74,1846,
Western Carolina University,NC,Cullowhee,8220,10027,1030-1220,http://www.wcu.edu,40,1847,
Western Colorado University,CO,Gunnison,21909,2612,1000-1170,http://www.western.edu,89,1848,
Western Connecticut State University,CT,Danbury,23146,5028,1020-1220,http://www.wcsu.edu,79,1849,
Western Governors University,UT,Salt Lake City,,,N/A,//www.wgu.edu/,,1850,
Western Illinois University,IL,Macomb,11666,6754,930-1110,http://www.wiu.edu,59,1851,
Western International University,AZ,Tempe,,,N/A,http://www.west.edu/,,1852,
Western Kentucky University,KY,Bowling Green,26496,17030,980-1190,http://www.wku.edu,97,1853,
Western Michigan University,MI,Kalamazoo,16041,17760,990-1190,https://wmich.edu/,81,1854,
Western Nevada College,NV,Carson City,,,N/A,//www.wnc.edu,,1855,
Western New England University,MA,Springfield,37992,2751,1060-1250,http://www.wne.edu,85,1856,
Western New Mexico University,NM,Silver City,,,N/A,//www.wnmu.edu,,1857,
Western Oregon University,OR,Monmouth,26415,4648,940-1150,http://www.wou.edu,84,1858,
Western University,,"London, Ontario",,,N/A,http://welcome.uwo.ca/,,1859,
Western Washington University,WA,Bellingham,22440,15170,1080-1280,http://www.wwu.edu,88,1860,
Westfield State University,MA,Westfield,16235,5349,1000-1160,http://www.westfield.ma.edu,86,1861,
West Liberty University,WV,West Liberty,15670,2225,820-1300,http://www.westliberty.edu,69,1862,
West Los Angeles College,CA,Culver City,,,N/A,//www.wlac.edu,,1863,
Westminster College,UT,Salt Lake City,34984,1968,1080-1258,http://www.westminstercollege.edu,93,1864,
Westminster College,MO,Fulton,27600,717,1030-1190,https://www.wcmo.edu/,94,1865,
Westminster College,PA,New Wilmington,37300,1196,1000-1225,http://www.westminster.edu,66,1866,
Westmont College,CA,Santa Barbara,46594,1277,1110-1370,http://www.westmont.edu,62,1867,
West Texas A&M University,TX,Canyon,10274,7376,970-1170,http://www.wtamu.edu,65,1868,
West Virginia State University,WV,Institute,17666,,900-1056,http://www.wvstateu.edu,98,1869,
West Virginia University,WV,Morgantown,25320,21155,1050-1240,http://www.wvu.edu,82,1870,
West Virginia University Institute of Technology,WV,Beckley,18912,1755,1020-1190,http://www.wvutech.edu,61,1871,
West Virginia University--Parkersburg,WV,Parkersburg,,,N/A,//www.wvup.edu,,1872,
West Virginia Wesleyan College,WV,Buckhannon,31944,1180,975-1190,http://www.wvwc.edu,70,1873,
Whatcom Community College,WA,Bellingham,,,N/A,//www.marlboro.edu/academics/graduate,,1874,
Wheaton College,IL,Wheaton,37700,2401,1210-1420,http://www.wheaton.edu,83,1875,
